district,datetime,temperature_c,wind_speed_ms,humidity,barometric_pressure,visibility_km,weather,risk_score,risk_level,primary_risk_factor,all_risk_factors,district_category,category_multiplier,infrastructure_feeders,infrastructure_substations,at_risk_assets,emergency_contact,operational_recommendations
shivamogga,2025-09-02 17:30:00,22.0,6.0,0.88,1.006,4.0,Drizzle. Low clouds.,4.54,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,4,+91-828-701-8710,Continue normal monitoring
shivamogga,2025-09-02 20:30:00,22.0,6.0,0.88,1.008,4.0,Overcast.,4.54,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,3,+91-878-764-1122,Continue normal monitoring
shivamogga,2025-09-02 23:30:00,22.0,4.0,0.9,1.009,4.0,Overcast.,4.38,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,1,+91-925-508-2486,Continue normal monitoring
shivamogga,2025-09-03 02:30:00,22.0,7.0,0.91,1.006,4.0,Overcast.,4.89,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,4,+91-991-542-1816,Continue normal monitoring
shivamogga,2025-09-03 05:30:00,22.0,3.0,0.91,1.007,4.0,Overcast.,4.35,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,2,+91-810-142-3457,Continue normal monitoring
shivamogga,2025-09-03 08:30:00,23.0,5.0,0.88,1.008,10.0,Overcast.,4.39,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,5,+91-930-984-4424,Continue normal monitoring
shivamogga,2025-09-03 11:30:00,26.0,7.0,0.77,1.007,10.0,Overcast.,4.14,Medium,Difficult Access,"Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,2,+91-833-808-3817,Continue normal monitoring
shivamogga,2025-09-03 14:30:00,28.0,5.0,0.71,1.004,10.0,Partly sunny.,3.55,Medium,Difficult Access,"Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,4,+91-909-196-4374,Continue normal monitoring
shivamogga,2025-09-03 17:30:00,27.0,4.0,0.68,1.004,10.0,Partly sunny.,3.3,Low,Difficult Access,"Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,2,+91-931-717-7920,Continue normal monitoring
shivamogga,2025-09-03 20:30:00,24.0,3.0,0.82,1.008,4.0,Passing clouds.,3.85,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,3,+91-823-874-3539,Continue normal monitoring
shivamogga,2025-09-03 23:30:00,22.0,4.0,0.83,1.009,4.0,Passing clouds.,3.99,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,5,+91-957-704-4299,Continue normal monitoring
shivamogga,2025-09-04 02:30:00,22.0,4.0,0.85,1.008,4.0,Overcast.,4.1,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,2,+91-843-999-3258,Continue normal monitoring
shivamogga,2025-09-04 05:30:00,21.0,4.0,0.86,1.008,4.0,Overcast.,4.16,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,2,+91-867-812-1165,Continue normal monitoring
shivamogga,2025-09-04 08:30:00,23.0,4.0,0.86,1.01,4.0,Overcast.,4.16,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,1,+91-916-501-2403,Continue normal monitoring
shivamogga,2025-09-04 11:30:00,26.0,4.0,0.77,1.008,10.0,Overcast.,3.69,Medium,Difficult Access,"Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,2,+91-910-890-5669,Continue normal monitoring
shivamogga,2025-09-04 14:30:00,28.0,3.0,0.68,1.005,10.0,Partly sunny.,3.21,Low,Difficult Access,"Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,5,+91-967-799-2366,Continue normal monitoring
shivamogga,2025-09-04 17:30:00,27.0,4.0,0.73,1.005,10.0,Partly sunny.,3.51,Medium,Difficult Access,"Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,2,+91-960-132-8560,Continue normal monitoring
shivamogga,2025-09-04 20:30:00,23.0,6.0,0.83,1.008,4.0,Passing clouds.,4.26,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,4,+91-813-527-5506,Continue normal monitoring
shivamogga,2025-09-04 23:30:00,23.0,3.0,0.85,1.01,4.0,Overcast.,4.01,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,3,+91-845-152-5329,Continue normal monitoring
shivamogga,2025-09-05 02:30:00,23.0,3.0,0.85,1.008,4.0,Overcast.,4.01,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,1,+91-985-141-4218,Continue normal monitoring
shivamogga,2025-09-05 05:30:00,22.0,3.0,0.91,1.009,4.0,Overcast.,4.35,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,1,+91-892-847-9921,Continue normal monitoring
shivamogga,2025-09-05 08:30:00,23.0,3.0,0.88,1.011,10.0,Overcast.,4.17,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,1,+91-865-223-9409,Continue normal monitoring
shivamogga,2025-09-05 11:30:00,26.0,3.0,0.75,1.009,10.0,Partly sunny.,3.51,Medium,Difficult Access,"Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,5,+91-878-414-6796,Continue normal monitoring
shivamogga,2025-09-05 14:30:00,28.0,3.0,0.62,1.006,10.0,Overcast.,3.0,Low,Difficult Access,"Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,2,+91-922-669-8860,Continue normal monitoring
shivamogga,2025-09-05 17:30:00,28.0,3.0,0.62,1.006,10.0,Partly sunny.,3.0,Low,Difficult Access,"Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,3,+91-839-922-8421,Continue normal monitoring
shivamogga,2025-09-05 20:30:00,24.0,3.0,0.89,1.009,4.0,Passing clouds.,4.23,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,3,+91-898-601-9751,Continue normal monitoring
shivamogga,2025-09-05 23:30:00,27.0,2.0,0.69,1.01,4.0,Passing clouds.,3.18,Low,Difficult Access,"Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,3,+91-894-333-8717,Continue normal monitoring
udupi,2025-08-23 00:00:00,24.0,1.0,0.94,1.01,4.0,Passing clouds,5.56,High,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,5,+91-912-670-9072,Deploy emergency crews • Pre-position equipment
udupi,2025-08-23 00:00:00,24.0,1.0,0.94,1.01,4.0,Passing clouds,5.56,High,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,2,+91-959-814-7775,Deploy emergency crews • Pre-position equipment
udupi,2025-08-23 06:00:00,27.0,4.0,0.85,1.012,10.0,Partly sunny,5.13,High,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,2,+91-806-485-6178,Deploy emergency crews • Pre-position equipment
udupi,2025-08-23 06:00:00,27.0,4.0,0.85,1.012,10.0,Partly sunny,5.13,High,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,4,+91-892-673-2950,Deploy emergency crews • Pre-position equipment
udupi,2025-08-23 12:00:00,29.0,1.0,0.68,1.009,10.0,Partly sunny,3.8,Medium,Salt Corrosion,"Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,4,+91-979-288-3662,Continue normal monitoring
udupi,2025-08-23 12:00:00,29.0,1.0,0.68,1.009,10.0,Partly sunny,3.8,Medium,Salt Corrosion,"Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,3,+91-825-860-8009,Continue normal monitoring
udupi,2025-08-23 18:00:00,27.0,4.0,0.82,1.011,6.0,Passing clouds,4.92,Medium,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,7,+91-850-839-6569,Continue normal monitoring
udupi,2025-08-23 18:00:00,27.0,4.0,0.82,1.011,6.0,Passing clouds,4.92,Medium,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,7,+91-943-854-1390,Continue normal monitoring
udupi,2025-08-24 00:00:00,25.0,0.0,0.93,1.01,4.0,Passing clouds,5.46,High,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,1,+91-890-558-3378,Deploy emergency crews • Pre-position equipment
udupi,2025-08-24 00:00:00,25.0,0.0,0.93,1.01,4.0,Passing clouds,5.46,High,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,2,+91-960-968-9103,Deploy emergency crews • Pre-position equipment
udupi,2025-08-24 06:00:00,25.0,1.0,0.88,1.012,10.0,Partly sunny,5.09,High,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,1,+91-862-572-3845,Deploy emergency crews • Pre-position equipment
udupi,2025-08-24 06:00:00,25.0,1.0,0.88,1.012,10.0,Partly sunny,5.09,High,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,5,+91-867-491-7091,Deploy emergency crews • Pre-position equipment
udupi,2025-08-24 12:00:00,29.0,4.0,0.65,1.01,10.0,Partly sunny,3.92,Medium,Salt Corrosion,"Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,1,+91-946-563-7085,Continue normal monitoring
udupi,2025-08-24 12:00:00,29.0,4.0,0.65,1.01,10.0,Partly sunny,3.92,Medium,Salt Corrosion,"Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,4,+91-836-594-4828,Continue normal monitoring
udupi,2025-08-24 18:00:00,27.0,1.0,0.8,1.011,6.0,Passing clouds,4.52,Medium,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,8,+91-891-440-9103,Continue normal monitoring
udupi,2025-08-24 18:00:00,27.0,1.0,0.8,1.011,6.0,Passing clouds,4.52,Medium,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,2,+91-938-657-2605,Continue normal monitoring
udupi,2025-08-25 00:00:00,25.0,1.0,0.92,1.01,4.0,Passing clouds,5.4,High,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,2,+91-826-767-5635,Deploy emergency crews • Pre-position equipment
udupi,2025-08-25 00:00:00,25.0,1.0,0.92,1.01,4.0,Passing clouds,5.4,High,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,8,+91-957-334-4487,Deploy emergency crews • Pre-position equipment
udupi,2025-08-25 06:00:00,25.0,2.0,0.86,1.013,10.0,Partly sunny,4.99,Medium,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,3,+91-851-996-6427,Continue normal monitoring
udupi,2025-08-25 06:00:00,25.0,2.0,0.86,1.013,10.0,Partly sunny,4.99,Medium,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,3,+91-844-277-4275,Continue normal monitoring
udupi,2025-08-25 12:00:00,29.0,4.0,0.67,1.011,10.0,Partly sunny,4.02,Medium,Salt Corrosion,"Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,7,+91-853-762-9037,Continue normal monitoring
udupi,2025-08-25 12:00:00,29.0,4.0,0.67,1.011,10.0,Partly sunny,4.02,Medium,Salt Corrosion,"Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,6,+91-836-884-6483,Continue normal monitoring
udupi,2025-08-25 18:00:00,27.0,2.0,0.81,1.012,6.0,Passing clouds,4.64,Medium,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,2,+91-927-645-9013,Continue normal monitoring
udupi,2025-08-25 18:00:00,27.0,2.0,0.81,1.012,6.0,Passing clouds,4.64,Medium,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,7,+91-882-296-2167,Continue normal monitoring
udupi,2025-08-26 00:00:00,24.0,0.0,0.94,1.009,4.0,Passing clouds,5.54,High,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,2,+91-818-614-7197,Deploy emergency crews • Pre-position equipment
udupi,2025-08-26 00:00:00,24.0,0.0,0.94,1.009,4.0,Passing clouds,5.54,High,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,9,+91-918-928-8570,Deploy emergency crews • Pre-position equipment
udupi,2025-08-26 06:00:00,25.0,1.0,0.89,1.011,10.0,Passing clouds,5.16,High,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,4,+91-912-779-3116,Deploy emergency crews • Pre-position equipment
udupi,2025-08-26 06:00:00,25.0,1.0,0.89,1.011,10.0,Passing clouds,5.16,High,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,1,+91-892-122-5610,Deploy emergency crews • Pre-position equipment
udupi,2025-08-26 12:00:00,27.0,3.0,0.75,1.008,6.0,Light rain,4.34,Medium,Salt Corrosion,"Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,3,+91-845-941-3040,Continue normal monitoring
udupi,2025-08-26 12:00:00,27.0,3.0,0.75,1.008,6.0,Light rain,4.34,Medium,Salt Corrosion,"Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,7,+91-953-532-2851,Continue normal monitoring
udupi,2025-08-26 18:00:00,25.0,3.0,0.85,1.01,4.0,Light rain,5.01,High,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,6,+91-879-918-8270,Deploy emergency crews • Pre-position equipment
udupi,2025-08-26 18:00:00,25.0,3.0,0.85,1.01,4.0,Light rain,5.01,High,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,1,+91-820-361-7385,Deploy emergency crews • Pre-position equipment
udupi,2025-08-27 00:00:00,23.0,2.0,0.95,1.009,4.0,Light rain,5.69,High,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,6,+91-891-718-6661,Deploy emergency crews • Pre-position equipment
udupi,2025-08-27 00:00:00,23.0,2.0,0.95,1.009,4.0,Light rain,5.69,High,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,5,+91-997-168-4418,Deploy emergency crews • Pre-position equipment
udupi,2025-08-27 06:00:00,23.0,2.0,0.9,1.011,4.0,Light rain,5.29,High,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,9,+91-801-795-9853,Deploy emergency crews • Pre-position equipment
udupi,2025-08-27 06:00:00,23.0,2.0,0.9,1.011,4.0,Light rain,5.29,High,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,3,+91-970-266-7996,Deploy emergency crews • Pre-position equipment
udupi,2025-08-27 12:00:00,25.0,3.0,0.8,1.008,6.0,Light rain,4.66,Medium,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,6,+91-833-842-4906,Continue normal monitoring
udupi,2025-08-27 12:00:00,25.0,3.0,0.8,1.008,6.0,Light rain,4.66,Medium,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,1,+91-825-865-7049,Continue normal monitoring
udupi,2025-08-27 18:00:00,24.0,2.0,0.88,1.01,4.0,Passing clouds,5.14,High,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,6,+91-891-612-3208,Deploy emergency crews • Pre-position equipment
udupi,2025-08-27 18:00:00,24.0,2.0,0.88,1.01,4.0,Passing clouds,5.14,High,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,7,+91-954-449-2297,Deploy emergency crews • Pre-position equipment
udupi,2025-08-28 00:00:00,23.0,1.0,0.94,1.009,4.0,Passing clouds,5.56,High,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,1,+91-822-935-5256,Deploy emergency crews • Pre-position equipment
udupi,2025-08-28 00:00:00,23.0,1.0,0.94,1.009,4.0,Passing clouds,5.56,High,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,4,+91-962-122-9240,Deploy emergency crews • Pre-position equipment
udupi,2025-08-28 06:00:00,23.0,2.0,0.9,1.011,4.0,Light rain,5.29,High,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,8,+91-999-972-7094,Deploy emergency crews • Pre-position equipment
udupi,2025-08-28 06:00:00,23.0,2.0,0.9,1.011,4.0,Light rain,5.29,High,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,2,+91-868-164-8750,Deploy emergency crews • Pre-position equipment
udupi,2025-08-28 12:00:00,25.0,1.0,0.82,1.008,6.0,Light rain,4.65,Medium,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,3,+91-984-458-4113,Continue normal monitoring
udupi,2025-08-28 12:00:00,25.0,1.0,0.82,1.008,6.0,Light rain,4.65,Medium,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,1,+91-824-213-9949,Continue normal monitoring
udupi,2025-08-28 18:00:00,24.0,2.0,0.89,1.01,4.0,Passing clouds,5.22,High,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,3,+91-859-908-5095,Deploy emergency crews • Pre-position equipment
udupi,2025-08-28 18:00:00,24.0,2.0,0.89,1.01,4.0,Passing clouds,5.22,High,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,9,+91-931-574-3533,Deploy emergency crews • Pre-position equipment
udupi,2025-08-29 00:00:00,22.0,3.0,0.94,1.008,4.0,Light rain. Fog.,5.7,High,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,6,+91-861-336-3979,Deploy emergency crews • Pre-position equipment
udupi,2025-08-29 00:00:00,23.0,3.0,0.93,1.009,2.0,Light rain. Fog.,5.62,High,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,1,+91-888-744-7434,Deploy emergency crews • Pre-position equipment
udupi,2025-08-29 06:00:00,24.0,2.0,0.88,1.01,4.0,Light rain,5.14,High,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,1,+91-861-698-4526,Deploy emergency crews • Pre-position equipment
udupi,2025-08-29 06:00:00,24.0,2.0,0.88,1.011,4.0,Light rain,5.14,High,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,2,+91-994-502-3685,Deploy emergency crews • Pre-position equipment
udupi,2025-08-29 12:00:00,25.0,2.0,0.8,1.007,6.0,Light rain,4.57,Medium,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,3,+91-816-181-5543,Continue normal monitoring
udupi,2025-08-29 12:00:00,25.0,2.0,0.81,1.008,6.0,Light rain,4.64,Medium,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,5,+91-911-825-6126,Continue normal monitoring
udupi,2025-08-29 18:00:00,24.0,1.0,0.87,1.009,4.0,Passing clouds,5.01,High,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,5,+91-841-249-3090,Deploy emergency crews • Pre-position equipment
udupi,2025-08-29 18:00:00,24.0,1.0,0.89,1.01,4.0,Passing clouds,5.16,High,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,8,+91-809-380-1565,Deploy emergency crews • Pre-position equipment
udupi,2025-08-30 00:00:00,23.0,0.0,0.93,1.008,4.0,Passing clouds,5.46,High,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,3,+91-904-779-5708,Deploy emergency crews • Pre-position equipment
udupi,2025-08-30 00:00:00,23.0,0.0,0.92,1.009,4.0,Passing clouds,5.38,High,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,6,+91-834-538-6890,Deploy emergency crews • Pre-position equipment
udupi,2025-08-30 06:00:00,24.0,3.0,0.85,1.01,10.0,Partly sunny,5.01,High,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,2,+91-813-688-3010,Deploy emergency crews • Pre-position equipment
udupi,2025-08-30 06:00:00,24.0,3.0,0.87,1.011,10.0,Partly sunny,5.16,High,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,2,+91-975-380-9576,Deploy emergency crews • Pre-position equipment
udupi,2025-08-30 12:00:00,28.0,6.0,0.7,1.007,10.0,Partly sunny,4.54,Medium,Salt Corrosion,"Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,9,+91-918-483-3076,Continue normal monitoring
udupi,2025-08-30 12:00:00,28.0,6.0,0.7,1.008,10.0,Partly sunny,4.54,Medium,Salt Corrosion,"Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,5,+91-961-821-8195,Continue normal monitoring
udupi,2025-08-30 18:00:00,25.0,1.0,0.82,1.009,6.0,Passing clouds,4.65,Medium,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,2,+91-823-132-7192,Continue normal monitoring
udupi,2025-08-30 18:00:00,25.0,1.0,0.84,1.01,6.0,Passing clouds,4.79,Medium,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,4,+91-936-573-6805,Continue normal monitoring
udupi,2025-08-31 00:00:00,24.0,1.0,0.92,1.008,4.0,Passing clouds,5.4,High,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,5,+91-966-593-9291,Deploy emergency crews • Pre-position equipment
udupi,2025-08-31 00:00:00,24.0,1.0,0.93,1.009,4.0,Passing clouds,5.47,High,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,2,+91-853-120-2146,Deploy emergency crews • Pre-position equipment
udupi,2025-08-31 06:00:00,24.0,2.0,0.86,1.011,10.0,Partly sunny,4.99,Medium,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,6,+91-878-814-8119,Continue normal monitoring
